Epoch,TrainLoss,TrainAcc,ValLoss,ValAcc,DurationSeconds
1,1199.8432883024216,0.1284722222222222,297.0189973115921,0.13194444444444445,367.13606810569763
2,1187.7336341142654,0.15711805555555555,297.55960845947266,0.10416666666666667,328.2112991809845
3,1184.7277837991714,0.16145833333333334,289.1131674051285,0.2777777777777778,320.6009316444397
4,1150.9891061782837,0.2065972222222222,275.5654340982437,0.24305555555555555,328.93797850608826
5,1109.8765298128128,0.24913194444444445,266.5333315730095,0.3090277777777778,325.39573311805725
6,1083.3898113965988,0.2881944444444444,261.6880814433098,0.3368055555555556,316.9722557067871
7,1047.4826856255531,0.328125,252.6791186928749,0.3611111111111111,312.1005699634552
8,1026.5151242613792,0.3515625,247.76972353458405,0.40625,309.03311681747437
9,992.1106884479523,0.3810763888888889,237.01738756895065,0.4583333333333333,307.3941156864166
10,960.7533492445946,0.4036458333333333,234.90854597091675,0.4340277777777778,309.8897919654846
11,910.9058273434639,0.4444444444444444,233.29924607276917,0.4513888888888889,314.46493339538574
12,892.2941570281982,0.4791666666666667,226.28112202882767,0.4583333333333333,319.6314203739166
13,847.764334321022,0.5277777777777778,225.70178174972534,0.4618055555555556,316.8605134487152
14,829.300913631916,0.5555555555555556,225.3182464838028,0.4409722222222222,314.5765826702118
15,779.381740629673,0.5920138888888888,223.68612611293793,0.4722222222222222,305.4709577560425
16,763.8302973508835,0.6163194444444444,227.28002434968948,0.4722222222222222,317.6523058414459
17,720.7732825875282,0.6640625,205.90225565433502,0.5451388888888888,305.60055565834045
18,704.3952287435532,0.6866319444444444,214.10105681419373,0.5902777777777778,307.0813455581665
19,659.260558784008,0.7256944444444444,207.93646836280823,0.5590277777777778,307.0329763889313
20,646.9114724397659,0.7395833333333334,213.91100370883942,0.5486111111111112,309.0304250717163
21,611.9659714102745,0.7743055555555556,211.0228794813156,0.5451388888888888,308.93485283851624
22,566.7198307514191,0.8098958333333334,205.73631292581558,0.5694444444444444,309.8409504890442
23,547.3504918217659,0.8550347222222222,200.9315346479416,0.5659722222222222,309.9373781681061
24,543.3519419431686,0.8567708333333334,200.76088243722916,0.5902777777777778,319.6065049171448
25,532.6392231583595,0.8567708333333334,210.51388078927994,0.59375,342.2633852958679
26,517.4349893927574,0.8663194444444444,205.00286728143692,0.6215277777777778,319.93063020706177
27,503.8215658068657,0.8758680555555556,202.22835874557495,0.6145833333333334,316.9105453491211
28,494.6652454137802,0.8949652777777778,198.2679015994072,0.59375,314.28578186035156
29,473.990575671196,0.9140625,195.93831396102905,0.625,315.5568699836731
30,480.3869608640671,0.9105902777777778,196.02230256795883,0.625,310.77986884117126
